song,artist,start_date,end_date,rank,ranking_list
Dominique,The Singing Nun (Soeur Sourire),1963-12-14,1963-12-20,1,Billboard Hot 100
Louie Louie,The Kingsmen,1963-12-14,1963-12-20,2,Billboard Hot 100
Everybody,Tommy Roe,1963-12-14,1963-12-20,3,Billboard Hot 100
I'm Leaving It Up To You,Dale & Grace,1963-12-14,1963-12-20,4,Billboard Hot 100
You Don't Have To Be A Baby To Cry,The Caravelles,1963-12-14,1963-12-20,5,Billboard Hot 100
Since I Fell For You,Lenny Welch,1963-12-14,1963-12-20,6,Billboard Hot 100
Be True To Your School,The Beach Boys,1963-12-14,1963-12-20,7,Billboard Hot 100
Drip Drop,Dion Di Muci,1963-12-14,1963-12-20,8,Billboard Hot 100
There! I've Said It Again,Bobby Vinton,1963-12-14,1963-12-20,9,Billboard Hot 100
Walking The Dog,Rufus Thomas,1963-12-14,1963-12-20,10,Billboard Hot 100
Little Red Rooster,Sam Cooke,1963-12-14,1963-12-20,11,Billboard Hot 100
She's A Fool,Lesley Gore,1963-12-14,1963-12-20,12,Billboard Hot 100
Sugar Shack,Jimmy Gilmer And The Fireballs,1963-12-14,1963-12-20,13,Billboard Hot 100
Wonderful Summer,Robin Ward,1963-12-14,1963-12-20,14,Billboard Hot 100
Loddy Lo,Chubby Checker,1963-12-14,1963-12-20,15,Billboard Hot 100
Popsicles And Icicles,The Murmaids,1963-12-14,1963-12-20,16,Billboard Hot 100
Washington Square,The Village Stompers,1963-12-14,1963-12-20,17,Billboard Hot 100
Talk Back Trembling Lips,Johnny Tillotson,1963-12-14,1963-12-20,18,Billboard Hot 100
It's All Right,The Impressions,1963-12-14,1963-12-20,19,Billboard Hot 100
Have You Heard,The Duprees featuring Joey Vann,1963-12-14,1963-12-20,20,Billboard Hot 100
Deep Purple,Nino Tempo & April Stevens,1963-12-14,1963-12-20,21,Billboard Hot 100
Living A Lie,Al Martino,1963-12-14,1963-12-20,22,Billboard Hot 100
Quicksand,Martha & The Vandellas,1963-12-14,1963-12-20,23,Billboard Hot 100
Can I Get A Witness,Marvin Gaye,1963-12-14,1963-12-20,24,Billboard Hot 100
Forget Him,Bobby Rydell,1963-12-14,1963-12-20,25,Billboard Hot 100
Wives And Lovers,Jack Jones,1963-12-14,1963-12-20,26,Billboard Hot 100
Midnight Mary,Joey Powers,1963-12-14,1963-12-20,27,Billboard Hot 100
The Nitty Gritty,Shirley Ellis,1963-12-14,1963-12-20,28,Billboard Hot 100
Hey Little Girl,Major Lance,1963-12-14,1963-12-20,29,Billboard Hot 100
I Wonder What She's Doing Tonight,Barry & The Tamerlanes,1963-12-14,1963-12-20,30,Billboard Hot 100
Kansas City,Trini Lopez,1963-12-14,1963-12-20,31,Billboard Hot 100
Baby Don't You Weep,Garnet Mimms & The Enchanters,1963-12-14,1963-12-20,32,Billboard Hot 100
In My Room,The Beach Boys,1963-12-14,1963-12-20,33,Billboard Hot 100
Twenty Four Hours From Tulsa,Gene Pitney,1963-12-14,1963-12-20,34,Billboard Hot 100
