song,artist,start_date,end_date,rank,ranking_list
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2017-07-01,2017-07-07,1,Billboard Hot 100
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",2017-07-01,2017-07-07,2,Billboard Hot 100
That's What I Like,Bruno Mars,2017-07-01,2017-07-07,3,Billboard Hot 100
Shape Of You,Ed Sheeran,2017-07-01,2017-07-07,4,Billboard Hot 100
Humble.,Kendrick Lamar,2017-07-01,2017-07-07,5,Billboard Hot 100
Mask Off,Future,2017-07-01,2017-07-07,6,Billboard Hot 100
Something Just Like This,The Chainsmokers & Coldplay,2017-07-01,2017-07-07,7,Billboard Hot 100
Stay,Zedd & Alessia Cara,2017-07-01,2017-07-07,8,Billboard Hot 100
Congratulations,Post Malone Featuring Quavo,2017-07-01,2017-07-07,9,Billboard Hot 100
XO TOUR Llif3,Lil Uzi Vert,2017-07-01,2017-07-07,10,Billboard Hot 100
Body Like A Back Road,Sam Hunt,2017-07-01,2017-07-07,11,Billboard Hot 100
Say You Won't Let Go,James Arthur,2017-07-01,2017-07-07,12,Billboard Hot 100
Issues,Julia Michaels,2017-07-01,2017-07-07,13,Billboard Hot 100
Redbone,Childish Gambino,2017-07-01,2017-07-07,14,Billboard Hot 100
Believer,Imagine Dragons,2017-07-01,2017-07-07,15,Billboard Hot 100
2U,David Guetta Featuring Justin Bieber,2017-07-01,2017-07-07,16,Billboard Hot 100
It Ain't Me,Kygo x Selena Gomez,2017-07-01,2017-07-07,17,Billboard Hot 100
Unforgettable,French Montana Featuring Swae Lee,2017-07-01,2017-07-07,18,Billboard Hot 100
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-01,2017-07-07,19,Billboard Hot 100
Now Or Never,Halsey,2017-07-01,2017-07-07,20,Billboard Hot 100
Castle On The Hill,Ed Sheeran,2017-07-01,2017-07-07,21,Billboard Hot 100
iSpy,KYLE Featuring Lil Yachty,2017-07-01,2017-07-07,22,Billboard Hot 100
Bad Liar,Selena Gomez,2017-07-01,2017-07-07,23,Billboard Hot 100
Slow Hands,Niall Horan,2017-07-01,2017-07-07,24,Billboard Hot 100
Malibu,Miley Cyrus,2017-07-01,2017-07-07,25,Billboard Hot 100
Rolex,Ayo & Teo,2017-07-01,2017-07-07,26,Billboard Hot 100
Attention,Charlie Puth,2017-07-01,2017-07-07,27,Billboard Hot 100
Location,Khalid,2017-07-01,2017-07-07,28,Billboard Hot 100
Sign Of The Times,Harry Styles,2017-07-01,2017-07-07,29,Billboard Hot 100
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,2017-07-01,2017-07-07,30,Billboard Hot 100
In Case You Didn't Know,Brett Young,2017-07-01,2017-07-07,31,Billboard Hot 100
DNA.,Kendrick Lamar,2017-07-01,2017-07-07,32,Billboard Hot 100
Magnolia,Playboi Carti,2017-07-01,2017-07-07,33,Billboard Hot 100
Closer,The Chainsmokers Featuring Halsey,2017-07-01,2017-07-07,34,Billboard Hot 100
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017-07-01,2017-07-07,35,Billboard Hot 100
Slippery,Migos Featuring Gucci Mane,2017-07-01,2017-07-07,36,Billboard Hot 100
Everyday We Lit,YFN Lucci Featuring PnB Rock,2017-07-01,2017-07-07,37,Billboard Hot 100
Goosebumps,Travis Scott,2017-07-01,2017-07-07,38,Billboard Hot 100
24K Magic,Bruno Mars,2017-07-01,2017-07-07,39,Billboard Hot 100
Tunnel Vision,Kodak Black,2017-07-01,2017-07-07,40,Billboard Hot 100
T-Shirt,Migos,2017-07-01,2017-07-07,41,Billboard Hot 100
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,2017-07-01,2017-07-07,42,Billboard Hot 100
Hurricane,Luke Combs,2017-07-01,2017-07-07,43,Billboard Hot 100
