song,artist,start_date,end_date,rank,ranking_list
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2017-05-27,2017-06-02,1,Billboard Hot 100
That's What I Like,Bruno Mars,2017-05-27,2017-06-02,2,Billboard Hot 100
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",2017-05-27,2017-06-02,3,Billboard Hot 100
Shape Of You,Ed Sheeran,2017-05-27,2017-06-02,4,Billboard Hot 100
Humble.,Kendrick Lamar,2017-05-27,2017-06-02,5,Billboard Hot 100
Mask Off,Future,2017-05-27,2017-06-02,6,Billboard Hot 100
Something Just Like This,The Chainsmokers & Coldplay,2017-05-27,2017-06-02,7,Billboard Hot 100
XO TOUR Llif3,Lil Uzi Vert,2017-05-27,2017-06-02,8,Billboard Hot 100
Stay,Zedd & Alessia Cara,2017-05-27,2017-06-02,9,Billboard Hot 100
iSpy,KYLE Featuring Lil Yachty,2017-05-27,2017-06-02,10,Billboard Hot 100
It Ain't Me,Kygo x Selena Gomez,2017-05-27,2017-06-02,11,Billboard Hot 100
Congratulations,Post Malone Featuring Quavo,2017-05-27,2017-06-02,12,Billboard Hot 100
Say You Won't Let Go,James Arthur,2017-05-27,2017-06-02,13,Billboard Hot 100
Issues,Julia Michaels,2017-05-27,2017-06-02,14,Billboard Hot 100
Body Like A Back Road,Sam Hunt,2017-05-27,2017-06-02,15,Billboard Hot 100
DNA.,Kendrick Lamar,2017-05-27,2017-06-02,16,Billboard Hot 100
Location,Khalid,2017-05-27,2017-06-02,17,Billboard Hot 100
Sign Of The Times,Harry Styles,2017-05-27,2017-06-02,18,Billboard Hot 100
Passionfruit,Drake,2017-05-27,2017-06-02,19,Billboard Hot 100
Believer,Imagine Dragons,2017-05-27,2017-06-02,20,Billboard Hot 100
Bad And Boujee,Migos Featuring Lil Uzi Vert,2017-05-27,2017-06-02,21,Billboard Hot 100
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,2017-05-27,2017-06-02,22,Billboard Hot 100
Tunnel Vision,Kodak Black,2017-05-27,2017-06-02,23,Billboard Hot 100
In Case You Didn't Know,Brett Young,2017-05-27,2017-06-02,24,Billboard Hot 100
