song,artist,start_date,end_date,rank,ranking_list
I Can't Stop Loving You,Ray Charles,1962-06-30,1962-07-06,1,Billboard Hot 100
The Stripper,David Rose and His Orchestra,1962-06-30,1962-07-06,2,Billboard Hot 100
Palisades Park,Freddy Cannon,1962-06-30,1962-07-06,3,Billboard Hot 100
It Keeps Right On A-Hurtin',Johnny Tillotson,1962-06-30,1962-07-06,4,Billboard Hot 100
Roses Are Red (My Love),Bobby Vinton,1962-06-30,1962-07-06,5,Billboard Hot 100
(The Man Who Shot) Liberty Valance,Gene Pitney,1962-06-30,1962-07-06,6,Billboard Hot 100
Playboy,The Marvelettes,1962-06-30,1962-07-06,7,Billboard Hot 100
Cindy's Birthday,Johnny Crawford,1962-06-30,1962-07-06,8,Billboard Hot 100
Stranger On The Shore,Mr. Acker Bilk,1962-06-30,1962-07-06,9,Billboard Hot 100
Al Di La',Emilio Pericoli,1962-06-30,1962-07-06,10,Billboard Hot 100
Snap Your Fingers,Joe Henderson,1962-06-30,1962-07-06,11,Billboard Hot 100
That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,1962-06-30,1962-07-06,12,Billboard Hot 100
Wolverton Mountain,Claude King,1962-06-30,1962-07-06,13,Billboard Hot 100
Johnny Get Angry,Joanie Sommers,1962-06-30,1962-07-06,14,Billboard Hot 100
A Steel Guitar And A Glass Of Wine,Paul Anka,1962-06-30,1962-07-06,15,Billboard Hot 100
Sharing You,Bobby Vee,1962-06-30,1962-07-06,16,Billboard Hot 100
Theme From Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,1962-06-30,1962-07-06,17,Billboard Hot 100
The Wah Watusi,The Orlons,1962-06-30,1962-07-06,18,Billboard Hot 100
Second Hand Love,Connie Francis,1962-06-30,1962-07-06,19,Billboard Hot 100
I'll Never Dance Again,Bobby Rydell,1962-06-30,1962-07-06,20,Billboard Hot 100
Gravy (For My Mashed Potatoes),Dee Dee Sharp,1962-06-30,1962-07-06,21,Billboard Hot 100
I Love You,The Volume's,1962-06-30,1962-07-06,22,Billboard Hot 100
Any Day Now (My Wild Beautiful Bird),Chuck Jackson,1962-06-30,1962-07-06,23,Billboard Hot 100
Having A Party,Sam Cooke,1962-06-30,1962-07-06,24,Billboard Hot 100
The One Who Really Loves You,Mary Wells,1962-06-30,1962-07-06,25,Billboard Hot 100
Follow That Dream,Elvis Presley,1962-06-30,1962-07-06,26,Billboard Hot 100
Sealed With A Kiss,Brian Hyland,1962-06-30,1962-07-06,27,Billboard Hot 100
Walk On The Wild Side (Part 1),Jimmy Smith And The Big Band,1962-06-30,1962-07-06,28,Billboard Hot 100
The Crowd,Roy Orbison,1962-06-30,1962-07-06,29,Billboard Hot 100
Lovers Who Wander,Dion,1962-06-30,1962-07-06,30,Billboard Hot 100
Bristol Twistin' Annie,The Dovells,1962-06-30,1962-07-06,31,Billboard Hot 100
Don't Play That Song (You Lied),Ben E. King,1962-06-30,1962-07-06,32,Billboard Hot 100
Village Of Love,Nathaniel Mayer And The Fabulous Twilights,1962-06-30,1962-07-06,33,Billboard Hot 100
Speedy Gonzales,Pat Boone,1962-06-30,1962-07-06,34,Billboard Hot 100
Johnny Loves Me,Shelley Fabares,1962-06-30,1962-07-06,35,Billboard Hot 100
Theme From Ben Casey,Valjean on Piano,1962-06-30,1962-07-06,36,Billboard Hot 100
Twist And Shout,The Isley Brothers,1962-06-30,1962-07-06,37,Billboard Hot 100
Little Bitty Pretty One,Clyde McPhatter,1962-06-30,1962-07-06,38,Billboard Hot 100
I'll Try Something New,The Miracles,1962-06-30,1962-07-06,39,Billboard Hot 100
Where Are You,Dinah Washington,1962-06-30,1962-07-06,40,Billboard Hot 100
Born To Lose,Ray Charles,1962-06-30,1962-07-06,41,Billboard Hot 100
Twistin' Matilda (and the channel),Jimmy Soul,1962-06-30,1962-07-06,42,Billboard Hot 100
Fortuneteller,Bobby Curtola,1962-06-30,1962-07-06,43,Billboard Hot 100
West Of The Wall,Toni Fisher,1962-06-30,1962-07-06,44,Billboard Hot 100
So This Is Love,The Castells,1962-06-30,1962-07-06,45,Billboard Hot 100
Seven Day Weekend,Gary U.S. Bonds,1962-06-30,1962-07-06,46,Billboard Hot 100
Dancin' Party,Chubby Checker,1962-06-30,1962-07-06,47,Billboard Hot 100
Teach Me Tonight,George Maharis,1962-06-30,1962-07-06,48,Billboard Hot 100
Swingin' Gently,Earl Grant,1962-06-30,1962-07-06,49,Billboard Hot 100
Welcome Home Baby,The Shirelles,1962-06-30,1962-07-06,50,Billboard Hot 100
"(Girls, Girls, Girls) Made To Love",Eddie Hodges,1962-06-30,1962-07-06,51,Billboard Hot 100
Why'd You Wanna Make Me Cry,Connie Stevens,1962-06-30,1962-07-06,52,Billboard Hot 100
I Need Your Loving,Don Gardner And Dee Dee Ford,1962-06-30,1962-07-06,53,Billboard Hot 100
Limbo Rock,The Champs,1962-06-30,1962-07-06,54,Billboard Hot 100
Stranger On The Shore,Andy Williams,1962-06-30,1962-07-06,55,Billboard Hot 100
How Is Julie?,The Lettermen,1962-06-30,1962-07-06,56,Billboard Hot 100
It Started All Over Again,Brenda Lee,1962-06-30,1962-07-06,57,Billboard Hot 100
Where Have You Been (All My Life),Arthur Alexander,1962-06-30,1962-07-06,58,Billboard Hot 100
I Sold My Heart To The Junkman,The Blue-Belles,1962-06-30,1962-07-06,59,Billboard Hot 100
Woman Is A Man's Best Friend,Teddy & The Twilights,1962-06-30,1962-07-06,60,Billboard Hot 100
Dr. Ben Basey,Mickey Shorr and The Cutups,1962-06-30,1962-07-06,61,Billboard Hot 100
Keep Your Love Locked (Deep In Your Heart),Paul Petersen,1962-06-30,1962-07-06,62,Billboard Hot 100
I Don't Love You No More (I Don't Care About You),Jimmy Norman,1962-06-30,1962-07-06,63,Billboard Hot 100
You'll Lose A Good Thing,Barbara Lynn,1962-06-30,1962-07-06,64,Billboard Hot 100
Bongo Stomp,Little Joey And The Flips,1962-06-30,1962-07-06,65,Billboard Hot 100
Breaking Up Is Hard To Do,Neil Sedaka,1962-06-30,1962-07-06,66,Billboard Hot 100
Steel Men,Jimmy Dean,1962-06-30,1962-07-06,67,Billboard Hot 100
But Not For Me,Ketty Lester,1962-06-30,1962-07-06,68,Billboard Hot 100
Tennessee,Jan & Dean,1962-06-30,1962-07-06,69,Billboard Hot 100
"Ahab, The Arab",Ray Stevens,1962-06-30,1962-07-06,70,Billboard Hot 100
Boom Boom,John Lee Hooker,1962-06-30,1962-07-06,71,Billboard Hot 100
Balboa Blue,The Marketts,1962-06-30,1962-07-06,72,Billboard Hot 100
Mashed Potato Time,Dee Dee Sharp,1962-06-30,1962-07-06,73,Billboard Hot 100
Shout! Shout! (Knock Yourself Out),Ernie Maresca,1962-06-30,1962-07-06,74,Billboard Hot 100
Little Red Rented Rowboat,Joe Dowell,1962-06-30,1962-07-06,75,Billboard Hot 100
Baby Elephant Walk,Lawrence Welk And His Orchestra,1962-06-30,1962-07-06,76,Billboard Hot 100
Have A Good Time,Sue Thompson,1962-06-30,1962-07-06,77,Billboard Hot 100
Route 66 Theme,Nelson Riddle,1962-06-30,1962-07-06,78,Billboard Hot 100
Never In A Million Years,Linda Scott,1962-06-30,1962-07-06,79,Billboard Hot 100
"Summertime, Summertime",The Jamies,1962-06-30,1962-07-06,80,Billboard Hot 100
Good Lover,Jimmy Reed,1962-06-30,1962-07-06,81,Billboard Hot 100
That Happy Feeling,Bert Kaempfert And His Orchestra,1962-06-30,1962-07-06,82,Billboard Hot 100
Oh My Angel,Bertha Tillman,1962-06-30,1962-07-06,83,Billboard Hot 100
If I Should Lose You,Dreamlovers,1962-06-30,1962-07-06,84,Billboard Hot 100
Down In The Valley,Solomon Burke,1962-06-30,1962-07-06,85,Billboard Hot 100
The Loco-Motion,Little Eva,1962-06-30,1962-07-06,86,Billboard Hot 100
Baby Elephant Walk,The Miniature Men,1962-06-30,1962-07-06,87,Billboard Hot 100
Nothing New (Same Old Thing),Fats Domino,1962-06-30,1962-07-06,88,Billboard Hot 100
You Should'a Treated Me Right,Ike & Tina Turner,1962-06-30,1962-07-06,89,Billboard Hot 100
Mary's Little Lamb,James Darren,1962-06-30,1962-07-06,90,Billboard Hot 100
The Green Leaves Of Summer,Kenny Ball and his Jazzmen,1962-06-30,1962-07-06,91,Billboard Hot 100
Worried Mind,Ray Anthony,1962-06-30,1962-07-06,92,Billboard Hot 100
"Goodnight, Irene",Jerry Reed And The Hully Girlies,1962-06-30,1962-07-06,93,Billboard Hot 100
What Did Daddy Do,Shep And The Limelites,1962-06-30,1962-07-06,94,Billboard Hot 100
Party Lights,Claudine Clark,1962-06-30,1962-07-06,95,Billboard Hot 100
La Bomba,The Tokens,1962-06-30,1962-07-06,96,Billboard Hot 100
Shake A Hand,Ruth Brown,1962-06-30,1962-07-06,97,Billboard Hot 100
My Time For Cryin',Maxine Brown,1962-06-30,1962-07-06,98,Billboard Hot 100
Cry Myself To Sleep,Del Shannon,1962-06-30,1962-07-06,99,Billboard Hot 100
Potato Peeler,Bobby Gregg and His Friends,1962-06-30,1962-07-06,100,Billboard Hot 100
